field_82630_a,x
field_82635_f,maxSpeedBoostTime
field_82636_d,speedBoosted
field_82637_e,speedBoostTime
field_82638_b,maxSpeed
field_82639_c,currentSpeed
field_82640_a,thisEntity
field_82641_b,rangedAttackEntityHost
field_82642_h,maxAttackDistance
field_82643_g,targetEntitySelector
field_82653_b,worldFeatures
field_82654_c,biomeToUse
field_82655_a,flatLayers
field_82661_d,layerMinimumY
field_82663_c,layerFillBlockMeta
field_82664_a,layerCount
field_82668_f,scatteredFeatureSpawnList
field_82669_g,maxDistanceBetweenScatteredFeatures
field_82670_h,minDistanceBetweenScatteredFeatures
field_82675_b,cropTypeA
field_82676_c,cropTypeB
field_82678_d,cropTypeC
field_82679_b,cropTypeA
field_82680_c,cropTypeB
field_82681_h,cropTypeD
field_82682_h,hasWitch
field_82693_j,playerReputation
field_82694_i,noBreedTicks
field_82696_f,structureGenerators
field_82697_g,hasDecoration
field_82698_d,cachedBlockMetadata
field_82699_e,flatWorldGenInfo
field_82700_c,cachedBlockIDs
field_82701_j,lavaLakeGenerator
field_82702_h,hasDungeons
field_82703_i,waterLakeGenerator
field_82707_i,isAnimal
field_82723_d,isSplashPotion
field_82724_e,isAmbient
field_82727_n,wither
field_82728_o,anvil
field_82729_p,fallingBlock
field_82730_x,magicDamage
field_82731_v,wither
field_82745_f,createdAtCloudUpdateTick
field_82748_f,worldTypeId
field_82754_f,priority
field_82755_b,isSmoking
field_82759_d,valueDouble
field_82760_b,valueBoolean
field_82761_c,valueInteger
field_82762_a,valueString
field_82771_a,theGameRules
field_82786_e,maxTradeUses
field_82807_a,skullTypes
field_82809_c,soilId
field_82811_a,hangingEntityClass
field_82818_l,goldenCarrotEffect
field_82821_f,version
field_82822_g,gameVersion
field_82825_d,hasColorModifier
field_82826_b,statusBarTime
field_82827_c,bossName
field_82828_a,healthScale
field_82831_U,bossColorModifier
field_82832_V,bossColorModifierPrev
field_82843_f,itemFrame
field_82852_f,outputSlot
field_82853_g,inputSlots
field_82854_e,maximumCost
field_82855_n,thePlayer
field_82856_l,materialCost
field_82857_m,repairedItemName
field_82860_h,theWorld
field_82862_h,thePlayer
field_82864_f,beaconSlot
field_82866_e,tileBeacon
field_82880_z,showCape
field_82881_y,pauseOnLostFocus
field_82882_x,advancedItemTooltips
field_82890_f,batOuterLeftWing
field_82891_d,batLeftWing
field_82892_e,batOuterRightWing
field_82893_b,batBody
field_82894_c,batRightWing
field_82895_a,batHead
field_82896_a,skeletonHead
field_82898_f,villagerNose
field_82902_i,witchHat
field_82906_o,offsetX
field_82907_q,offsetZ
field_82908_p,offsetY
field_82912_p,heightMapMinimum
field_82914_M,spawnableCaveCreatureList
field_82915_S,theWorldGenerator
field_83001_bt,invulnerable
field_83002_am,debugCrashKeyPressTime
field_83016_L,theCalendar
field_85037_d,aiArrowAttack
field_85038_e,aiAttackOnCollide
field_85053_h,throwerName
field_85060_g,stacktrace
field_85061_c,theReportCategory
field_85075_d,stackTrace
field_85078_a,theCrashReport
field_85087_d,lastUpdateTime
field_85095_o,debugBoundingBox
field_85159_M,isAdventureModeExempt
field_85177_Q,worldTeleporter
field_85183_f,currentItemHittingBlock
field_85185_A,touchscreen
field_85190_d,destinationCoordinateKeys
field_85191_c,destinationCoordinateCache
field_85192_a,worldServerInstance
field_90016_e,inventoryCrafting
field_92014_j,explosionStrength
field_92016_l,highlightingItemStack
field_92017_k,remainingHighlightTicks
field_92039_az,fireworkExplosions
field_92040_ay,theEffectRenderer
field_92041_a,twinkle
field_92042_ax,fireworkAge
field_92049_a,baseTextureIndex
field_92050_aA,fadeColourRed
field_92051_aB,fadeColourGreen
field_92052_aC,fadeColourBlue
field_92053_aD,hasFadeColour
field_92055_b,lifetime
field_92056_a,fireworkAge
field_92086_a,isBlank
field_92090_c,enchantmentsBookList
field_92091_k,thorns
field_92117_D,heldItemTooltips
field_92118_B,overrideWidth
field_92119_C,overrideHeight
field_94051_e,hasCustomName
field_94054_b,particleTextureIndexX
field_94055_c,particleTextureIndexY
field_94063_bt,_combatTracker
field_94084_b,tntPlacedBy
field_94102_c,entityName
field_94106_a,minecartTNTFuse
field_94109_b,pushZ
field_94110_c,fuel
field_94111_a,pushX
field_94112_b,dropContentsWhenDead
field_94113_a,minecartContainerItems
field_94141_F,destroyBlockIcons
field_94150_f,metadata
field_94151_a,itemForRender
field_94187_f,holder
field_94188_d,height
field_94189_e,subSlots
field_94190_b,originY
field_94191_c,width
field_94192_a,originX
field_94201_d,height
field_94202_e,rotated
field_94204_c,width
field_94205_a,scaleFactor
field_94233_j,width
field_94234_k,height
field_94242_j,angleDelta
field_94244_i,currentAngle
field_94249_f,missingImage
field_94252_e,mapUploadedSprites
field_94254_c,basePath
field_94255_a,textureType
field_94258_i,listAnimatedSprites
field_94313_f,maxHeight
field_94314_g,forcePowerOf2
field_94315_d,currentHeight
field_94316_e,maxWidth
field_94317_b,stitchSlots
field_94318_c,currentWidth
field_94319_a,setStitchHolders
field_94323_h,maxTileDimension
field_94535_f,dragMode
field_94536_g,dragEvent
field_94537_h,dragSlots
field_94554_b,fighter
field_94556_a,combatEntries
field_94557_a,selectAnything
field_94569_a,damageSrc
field_94579_S,pendingTickListEntriesThisTick
field_94593_a,theIcon
field_94598_a,theIcon
field_94600_b,iconArray
field_94601_a,bowPullIconNameArray
field_94603_a,EMPTY_SLOT_NAMES
field_94604_cx,emptySlotIcon
field_94605_cw,overlayIcon
field_94606_cu,CLOTH_OVERLAY_NAMES
field_96093_i,entityUniqueID
field_96113_a,isBlocked
field_96303_A,fancyStyling
field_96304_B,controlString
field_96321_w,formattingCodeMapping
field_96329_z,formattingCode
field_96330_y,formattingCodePattern
field_96331_x,nameMapping
field_96442_D,worldScoreboard
field_96452_b,flipU
field_96453_c,flipV
field_96454_a,baseIcon
field_96465_b,behaviourDefaultDispenseItem
field_96507_a,theScoreboard
field_96540_f,teamMemberships
field_96541_d,objectiveDisplaySlots
field_96542_e,teams
field_96543_b,scoreObjectiveCriterias
field_96545_a,scoreObjectives
field_96555_a,scoreboardMCServer
field_96566_b,selectInventories
field_96602_b,dispenserMinecartBehavior
field_96605_cw,dispenserBehavior
field_96638_f,health
field_96639_d,playerKillCount
field_96640_e,totalKillCount
field_96641_b,DUMMY
field_96642_c,deathCount
field_96643_a,INSTANCES
field_96654_d,scorePlayerName
field_96655_e,scorePoints
field_96656_b,theScoreboard
field_96657_c,theScoreObjective
field_96658_a,scoreComparator
field_96671_f,colorSuffix
field_96672_g,allowFriendlyFire
field_96673_d,teamNameSPT
field_96674_e,namePrefixSPT
field_96676_c,membershipSet
field_96677_a,theScoreboard
field_96683_d,displayName
field_96684_b,name
field_96685_c,objectiveCriteria
field_96686_a,theScoreboard
field_96691_E,chatScale
field_96692_F,chatWidth
field_96693_G,chatHeightUnfocused
field_96694_H,chatHeightFocused
field_98038_p,forceSpawn
field_98040_a,mobSpawnerLogic
field_98044_b,transferTicker
field_98151_a,theTexture
field_98223_c,entityType
field_98224_g,minecraftStartTimeMilis
field_98282_f,randomEntity
field_98283_g,minSpawnDelay
field_98285_e,minecartToSpawn
field_98286_b,spawnDelay
field_98288_a,mobID
field_98289_l,activatingRangeFromPlayer
field_98290_m,spawnRange
field_98291_j,cachedEntity
field_98292_k,maxNearbyEntities
field_98293_h,maxSpawnDelay
field_98294_i,spawnCount
field_98301_h,canSeeFriendlyInvisibles
field_98303_au,AMBIENT_OCCLUSIONS
func_100011_g,getIsPotionDurationMax
func_100012_b,setPotionDurationMax
func_100015_a,isKeyDown
func_102007_a,canInsertItem
func_102008_b,canExtractItem
func_104002_bU,isNoDespawnRequired
func_104055_i,setForceGamemode
func_104056_am,getForceGamemode
func_104112_b,saveExtraData
func_104140_m,saveChunkData
func_110123_P,onChunkLoad
func_110124_au,getUniqueID
func_110125_a,setParticleIcon
func_110128_b,onBroken
func_110130_b,getKnotForBlock
func_110131_b,removeFrameFromMap
func_110138_aP,getMaxHealth
func_110139_bj,getAbsorptionAmount
func_110140_aT,getAttributeMap
func_110142_aN,getCombatTracker
func_110143_aJ,getHealth
func_110144_aD,getLastAttacker
func_110145_l,dismountEntity
func_110147_ax,applyEntityAttributes
func_110148_a,getEntityAttribute
func_110149_m,setAbsorptionAmount
func_110159_bB,updateLeashedState
func_110160_i,clearLeashed
func_110161_a,onSpawnWithEgg
func_110162_b,setLeashedToEntity
func_110163_bv,enablePersistence
func_110164_bC,allowLeashing
func_110165_bF,recreateLeash
func_110166_bE,getLeashedToEntity
func_110167_bD,getLeashed
func_110171_b,setHomeArea
func_110172_bL,getHomePosition
func_110173_bK,isWithinHomeDistanceCurrentPosition
func_110174_bM,getMaximumHomeDistance
func_110175_bO,hasHome
func_110176_b,isWithinHomeDistance
func_110177_bN,detachHome
func_110195_a,addGrowth
func_110198_t,increaseTemper
func_110199_f,openGUI
func_110200_cJ,canMate
func_110202_bQ,getHorseVariant
func_110204_cc,isEatingHaystack
func_110206_u,setJumpPower
func_110207_m,setChested
func_110208_b,setHorseWatchableBoolean
func_110209_cd,isRearing
func_110212_cp,getVariantTexturePaths
func_110214_p,setHorseType
func_110215_cj,getHorseJumpStrength
func_110216_r,spawnHorseParticles
func_110217_cl,getAngrySoundName
func_110218_cm,getMaxTemper
func_110219_q,setRearing
func_110220_cK,makeHorseRear
func_110221_n,setHasReproduced
func_110222_cv,isSterile
func_110223_p,getRearingAmount
func_110224_ci,dropChests
func_110227_p,setEatingHaystack
func_110228_bR,isAdultHorse
func_110229_cs,canCarryChest
func_110231_cz,makeHorseRearWithSound
func_110233_w,getHorseWatchableBoolean
func_110234_j,setHorseTamed
func_110235_q,setHorseVariant
func_110238_s,setTemper
func_110240_a,dropItemsInChest
func_110243_cf,getHasReproduced
func_110244_cA,dropChestItems
func_110246_bZ,isHorseJumping
func_110247_cG,setHorseTexturePaths
func_110248_bS,isTame
func_110249_cI,openHorseMouth
func_110250_a,getClosestHorse
func_110251_o,setHorseSaddled
func_110252_cg,getTemper
func_110254_bY,getHorseSize
func_110255_k,setHorseJumping
func_110256_cu,isUndead
func_110257_ck,isHorseSaddled
func_110258_o,getGrassEatingAmount
func_110259_cr,canWearArmor
func_110260_d,getHorseArmorIndex
func_110261_ca,isChested
func_110262_ch,prepareChunkForSpawn
func_110263_g,setTamedBy
func_110264_co,getHorseTexture
func_110265_bP,getHorseType
func_110297_a_,verifySellingItem
func_110298_a,displayGUIHorse
func_110303_q,getLocationCape
func_110304_a,getDownloadImageSkin
func_110306_p,getLocationSkin
func_110311_f,getLocationSkin
func_110317_t,isRidingHorse
func_110318_g,sendHorseJump
func_110319_bJ,getHorseJumpPower
func_110322_i,sendHorseInteraction
func_110326_a,setRecordPlaying
func_110327_a,renderIcons
func_110430_a,setEntityActionState
func_110432_I,getSession
func_110434_K,getTextureManager
func_110435_P,addDefaultResourcePack
func_110436_a,refreshResources
func_110437_J,getProxy
func_110438_M,getResourcePackRepository
func_110441_Q,updateDisplayMode
func_110442_L,getResourceManager
func_110454_ao,getServerProxy
func_110455_j,getOpPermissionLevel
func_110462_b,getPackFormat
func_110468_c,getFrameIndex
func_110469_d,getFrameTime
func_110470_b,frameHasTime
func_110471_a,getFrameHeight
func_110472_a,getFrameTimeSingle
func_110473_c,getFrameCount
func_110474_b,getFrameWidth
func_110479_a,getTextureBlur
func_110480_b,getTextureClamp
func_110483_a,getSectionName
func_110492_a,parseAnimationFrame
func_110495_a,hasNoTime
func_110496_c,getFrameIndex
func_110497_b,getFrameTime
func_110503_a,parseMetadataSection
func_110504_a,registerMetadataSectionType
func_110505_a,getGson
func_110514_c,getResourcePack
func_110515_d,getResourcePackName
func_110516_a,updateResourcePack
func_110517_b,closeResourcePack
func_110518_a,bindTexturePackIcon
func_110519_e,getTexturePackDescription
func_110526_a,getMetadata
func_110527_b,getInputStream
func_110528_c,hasMetadata
func_110536_a,getResource
func_110537_b,getLocationMcmeta
func_110538_a,addResourcePack
func_110541_a,reloadResources
func_110542_a,registerReloadListener
func_110543_a,clearResources
func_110544_b,notifyReloadListeners
func_110545_a,reloadResourcePack
func_110549_a,onResourceManagerReload
func_110550_d,tick
func_110551_a,loadTexture
func_110552_b,getGlTextureId
func_110564_a,updateDynamicTexture
func_110565_c,getTextureData
func_110569_e,initMissingImage
func_110571_b,loadTextureAtlas
func_110572_b,getAtlasSprite
func_110573_f,registerIcons
func_110577_a,bindTexture
func_110578_a,getDynamicTextureLocation
func_110579_a,loadTexture
func_110580_a,loadTickableTexture
func_110581_b,getTexture
func_110586_a,getPackImage
func_110587_b,getResourceDomains
func_110589_b,resourceExists
func_110590_a,getInputStream
func_110591_a,getInputStreamByName
func_110592_c,locationToName
func_110593_b,hasResourceName
func_110594_c,logNameNotLowercase
func_110595_a,getRelativeName
func_110596_a,readMetadata
func_110599_c,getResourcePackZipFile
func_110605_c,getResourceStream
func_110609_b,getRepositoryEntriesAll
func_110611_a,updateRepositoryEntriesAll
func_110612_e,getDirResourcepacks
func_110613_c,getRepositoryEntries
func_110614_g,getResourcePackFiles
func_110616_f,fixDirResourcepacks
func_110623_a,getResourcePath
func_110624_b,getResourceDomain
func_110646_a,getTextWithoutFormattingCodes
func_110647_a,getOSType
func_110661_a,parseDouble
func_110662_c,parseBoolean
func_110664_a,parseDouble
func_110665_a,clamp_double
func_110666_a,clamp_coord
func_110682_a,setBoxRotation
func_110683_a,updateHorseRotation
func_110738_j,isRidingHorse
func_110775_a,getEntityTexture
func_110776_a,bindTexture
func_110777_b,bindEntityTexture
func_110813_b,canRenderName
func_110934_a,addSprite
func_110935_a,getCurrentWidth
func_110936_b,getCurrentHeight
func_110966_b,setIconWidth
func_110967_i,getOriginY
func_110968_a,setFramesTextureData
func_110969_c,setIconHeight
func_110970_k,getFrameCount
func_110971_a,initSprite
func_110985_a,updateAnaglyph
func_110986_a,readImageData
func_110987_a,uploadTextureImage
func_110988_a,uploadTexture
func_110989_a,uploadTextureImageAllocate
func_110990_a,copyToBuffer
func_110991_a,allocateTexture
func_110993_a,uploadTextureImageSubImpl
func_110994_a,copyToBufferPos
func_110995_a,uploadTextureImageSub
func_110996_a,glGenTextures
func_110997_a,setTextureClamped
func_111108_a,getAttributeUnlocalizedName
func_111109_a,clampValue
func_111110_b,getDefaultValue
func_111111_c,getShouldWatch
func_111112_a,setShouldWatch
func_111116_f,getDescription
func_111117_a,setDescription
func_111121_a,applyModifier
func_111123_a,getAttribute
func_111124_b,removeModifier
func_111125_b,getBaseValue
func_111126_e,getAttributeValue
func_111127_a,getModifier
func_111128_a,setBaseValue
func_111129_g,computeValue
func_111130_a,getModifiersByOperation
func_111131_f,flagForUpdate
func_111145_d,getWatchableObjectFloat
func_111146_a,getAllAttributes
func_111147_b,applyAttributeModifiers
func_111148_a,removeAttributeModifiers
func_111149_a,addAttributeInstance
func_111150_b,registerAttribute
func_111151_a,getAttributeInstance
func_111152_a,getAttributeInstanceByName
func_111160_c,getWatchedAttributes
func_111161_b,getAttributeInstanceSet
func_111164_d,getAmount
func_111165_e,isSaved
func_111166_b,getName
func_111167_a,getID
func_111168_a,setSaved
func_111169_c,getOperation
func_111175_f,getTargetDistance
func_111184_a,registerPotionAttributeModifier
func_111185_a,applyAttributesModifiersToEntity
func_111187_a,removeAttributesModifiersFromEntity
func_111190_b,sendMetadataToAllAssociatedPlayers
func_111194_a,processChunk
func_111196_a,increaseInhabitedTime
func_111205_h,getItemAttributeModifiers
func_111206_d,setTextureName
func_111207_a,itemInteractionForEntity
func_111208_A,getIconString
func_111225_m,getRelevantEnchantmentTypes
func_111229_a,setRelevantEnchantmentTypes
func_111238_b,canBeHovered
func_111257_a,writeBaseAttributeMapToNBT
func_111258_a,applyModifiersToAttributeInstance
func_111259_a,readAttributeModifierFromNBT
func_111261_a,writeAttributeInstanceToNBT
func_111262_a,writeAttributeModifierToNBT
func_111269_d,getPathSearchRange
func_111270_a,union
func_111271_a,getUnicodePageLocation
func_111272_d,readFontTexture
func_111282_a,interactWithEntity
func_111283_C,getAttributeModifiers
func_111285_a,getUsername
func_111286_b,getSessionID
func_120011_ar,setGuiEnabled
func_120016_a,createServerGui
func_120018_d,getLogComponent
func_120019_b,getStatsComponent
func_120020_c,getPlayerListComponent
func_130001_d,getCurrentMoonPhaseFactor
func_130002_c,interactFirst
func_130010_a,getOriginX
func_130011_c,setLastAttacker
func_130014_f_,getEntityWorld
func_130071_aq,getCurrentTimeMillis
func_130072_d,getAnimationFrame
func_130073_e,getFrameIndexSet
func_130077_b,getPackName
func_130086_a,getTextureType
func_130087_a,getResourceLocation
func_130088_a,loadTextureMap
func_130098_m,hasAnimationMetadata
func_130099_d,allocateFrameTextureData
func_130102_n,resetSprite
func_130103_l,clearFramesTextureData
func_130105_g,getMinecraftStartTimeMillis
func_135016_M,getLanguageManager
func_135018_a,getLanguages
func_135021_a,loadLocaleData
func_135022_a,loadLocaleDataFiles
func_135023_a,formatMessage
func_135024_b,checkUnicode
func_135025_a,isUnicode
func_135026_c,translateKeyPrivate
func_135028_a,loadLocaleData
func_135034_a,getLanguageCode
func_135035_b,isBidirectional
func_135040_d,getLanguages
func_135041_c,getCurrentLanguage
func_135042_a,isCurrentLocaleUnicode
func_135043_a,parseLanguageMetadata
func_135044_b,isCurrentLanguageBidirectional
func_135045_a,setCurrentLanguage
func_135051_a,setLocale
func_135052_a,format
func_135055_a,getResourceDomains
func_135056_b,getAllResources
func_135058_a,getPackMetadata
func_135063_a,replaceWith
func_135064_c,tryTranslateKey
func_140005_i,switchToRealms
func_142008_O,shouldSetPosAfterLoading
func_142012_a,isOnTeam
func_142013_aG,getLastAttackerTime
func_142014_c,isOnSameTeam
func_142015_aE,getRevengeTimer
func_142020_c,setClientBrand
func_142021_k,getClientBrand
func_142049_d,removeAllModifiers
func_142053_d,formatString
func_142054_a,isSameTeam
func_143004_u,markPlayerActive
func_143006_e,setPlayerIdleTimeout
func_143007_ar,getMaxPlayerIdleMinutes
func_143011_b,readStructureFromNBT
func_143012_a,writeStructureToNBT
func_143016_a,registerVillagePieces
func_143025_a,getStructureName
func_143031_a,registerStructureComponent
func_143034_b,registerStructure
func_143045_a,registerScatteredFeaturePieces
func_143046_a,registerStrongholdPieces
func_143048_a,registerStructurePieces
func_143049_a,registerNetherFortressPieces
func_145747_a,addChatMessage
func_145748_c_,getFormattedCommandSenderName
func_145749_h,getLastOutput
func_145752_a,setCommand
func_145753_i,getCustomName
func_145758_a,writeDataToNBT
func_145759_b,readDataFromNBT
func_145760_g,getSuccessCount
func_145769_d,setEntityId
func_145770_h,isInRangeToRender3d
func_145771_j,pushOutOfBlocks
func_145772_a,getExplosionResistance
func_145773_az,doesEntityNotTriggerPressurePlate
func_145775_I,doBlockCollisions
func_145776_H,getSwimSound
func_145777_O,getSplashSound
func_145778_a,dropItemWithOffset
func_145779_a,dropItem
func_145780_a,playStepSound
func_145782_y,getEntityId
func_145797_a,setOwner
func_145798_i,getOwner
func_145799_b,setThrower
func_145800_j,getThrower
func_145805_f,getBlock
func_145806_a,setHurtEntities
func_145807_e,getWorldObj
func_145817_o,getDefaultDisplayTile
func_145818_k_,isCustomInventoryName
func_145820_n,getDisplayTile
func_145825_b,getInventoryName
func_145826_a,addMapping
func_145827_c,createAndLoadEntity
func_145828_a,addInfoToCrashReport
func_145829_t,validate
func_145830_o,hasWorldObj
func_145831_w,getWorld
func_145832_p,getBlockMetadata
func_145833_n,getMaxRenderDistanceSquared
func_145834_a,setWorldObj
func_145835_a,getDistanceSq
func_145836_u,updateContainingBlockInfo
func_145837_r,isInvalid
func_145838_q,getBlockType
func_145839_a,readFromNBT
func_145841_b,writeToNBT
func_145842_c,receiveClientEvent
func_145843_s,invalidate
func_145844_m,getDescriptionPacket
func_145845_h,updateEntity
func_145861_a,getStoredBlockID
func_145864_c,getPistonOrientation
func_145866_f,clearPistonTileEntity
func_145867_d,shouldPistonHeadBeRendered
func_145868_b,isExtending
func_145877_a,changePitch
func_145878_a,triggerNote
func_145888_j,isOnTransferCooldown
func_145896_c,setTransferCooldown
func_145903_a,setSkullRotation
func_145904_a,getSkullType
func_145906_b,getSkullRotation
func_145913_a,setEditable
func_145914_a,getIsEditable
func_145934_k,canBrew
func_145935_i,getBrewTime
func_145938_d,setBrewTime
func_145939_j,getFilledSlots
func_145940_l,brewPotions
func_145948_k,canSmelt
func_145949_j,smeltItem
func_145950_i,isBurning
func_145951_a,setCustomInventoryName
func_145952_a,getItemBurnTime
func_145953_d,getCookProgressScaled
func_145954_b,isItemFuel
func_145955_e,getBurnTimeRemainingScaled
func_145965_a,getFlowerPotItem
func_145966_b,getFlowerPotData
func_145976_a,setCustomName
func_145977_a,isSameTypeChestAt
func_145979_i,checkForAdjacentChests
func_145980_j,getChestType
func_145995_a,setOutputSignal
func_145996_a,getOutputSignal
func_145998_l,getLevels
func_146001_d,setPrimaryEffect
func_146002_i,shouldBeamRender
func_146004_e,setSecondaryEffect
func_146006_k,getSecondaryEffect
func_146007_j,getPrimaryEffect
func_146023_a,getStrVsBlock
func_146024_c,getInventorySlotContainItemAndDamage
func_146026_a,consumeInventoryItem
func_146027_a,clearInventory
func_146028_b,hasItem
func_146029_c,getInventorySlotContainItem
func_146030_a,setCurrentItem
func_146031_a,setChestTileEntity
func_146034_e,handleHookRetraction
func_146035_c,handleHookCasting
func_146068_u,getDropItem
func_146080_bZ,getCarriedBlock
func_146081_a,setCarriedBlock
func_146082_f,setInLove
func_146086_d,setHorseArmorStack
func_146094_a,getUUID
func_146096_a,getBreakSpeed
func_146099_a,canHarvestBlock
func_146100_a,displayGUIEditSign
func_146103_bH,getGameProfile
func_146105_b,addChatComponentMessage
func_146107_m,getStatFileWriter
func_146110_a,drawModalRectWithCustomSizedTexture
func_146111_b,drawButtonForegroundLayer
func_146112_a,drawButton
func_146113_a,playPressSound
func_146114_a,getHoverState
func_146115_a,isMouseOver
func_146116_c,mousePressed
func_146117_b,getButtonWidth
func_146118_a,mouseReleased
func_146119_b,mouseDragged
func_146136_c,returnEnumOptions
func_146158_b,getChatGUI
func_146159_a,drawLabel
func_146160_b,drawLabelBackground
func_146175_b,deleteFromCursor
func_146176_q,getVisible
func_146177_a,deleteWords
func_146178_a,updateCursorCounter
func_146179_b,getText
func_146180_a,setText
func_146181_i,getEnableBackgroundDrawing
func_146182_d,moveCursorBy
func_146183_a,getNthWordFromPos
func_146184_c,setEnabled
func_146185_a,setEnableBackgroundDrawing
func_146186_n,getSelectionEnd
func_146187_c,getNthWordFromCursor
func_146188_c,drawCursorVertical
func_146189_e,setVisible
func_146190_e,setCursorPosition
func_146191_b,writeText
func_146192_a,mouseClicked
func_146193_g,setTextColor
func_146194_f,drawTextBox
func_146195_b,setFocused
func_146196_d,setCursorPositionZero
func_146198_h,getCursorPosition
func_146199_i,setSelectionPos
func_146200_o,getWidth
func_146201_a,textboxKeyTyped
func_146202_e,setCursorPositionEnd
func_146203_f,setMaxStringLength
func_146204_h,setDisabledTextColour
func_146205_d,setCanLoseFocus
func_146206_l,isFocused
func_146207_c,getSelectedText
func_146208_g,getMaxStringLength
func_146227_a,printChatMessage
func_146228_f,getChatWidth
func_146229_b,scroll
func_146230_a,drawChat
func_146231_a,clearChatMessages
func_146232_i,getLineCount
func_146233_a,calculateChatboxWidth
func_146234_a,printChatMessageWithOptionalDeletion
func_146235_b,formatColors
func_146236_a,getChatComponent
func_146237_a,setChatLine
func_146238_c,getSentMessages
func_146239_a,addToSentMessages
func_146240_d,resetScroll
func_146241_e,getChatOpen
func_146242_c,deleteChatLine
func_146243_b,calculateChatboxHeight
func_146244_h,getChatScale
func_146245_b,refreshChat
func_146246_g,getChatHeight
func_146254_a,updateAchievementWindow
func_146255_b,displayUnformattedAchievement
func_146256_a,displayAchievement
func_146257_b,clearAchievements
func_146258_c,updateAchievementWindowScale
func_146269_k,handleInput
func_146270_b,drawWorldBackground
func_146271_m,isCtrlKeyDown
func_146272_n,isShiftKeyDown
func_146273_a,mouseClickMove
func_146274_d,handleMouseInput
func_146275_d,setClipboardString
func_146276_q_,drawDefaultBackground
func_146277_j,getClipboardString
func_146278_c,drawBackground
func_146279_a,drawCreativeTabHoveringText
func_146280_a,setWorldAndResolution
func_146281_b,onGuiClosed
func_146282_l,handleKeyboardInput
func_146283_a,drawHoveringText
func_146284_a,actionPerformed
func_146285_a,renderToolTip
func_146286_b,mouseReleased
func_146350_a,setButtonDelay
func_146358_g,disableSecurityWarning
func_146359_e,copyLinkToClipboard
func_146367_a,connect
func_146402_a,getSentHistory
func_146403_a,submitChatMessage
func_146404_p_,autocompletePlayerNames
func_146405_a,sendAutocompleteRequest
func_146406_a,onAutocompleteResponse
func_146407_a,openLink
func_146418_g,wakeFromSleep
func_146456_p,pageGetCurrent
func_146457_a,pageSetCurrent
func_146459_b,pageInsertIntoCurrent
func_146460_c,keyTypedInTitle
func_146461_i,addNewPage
func_146462_a,sendBookToServer
func_146463_b,keyTypedInBook
func_146464_h,updateButtons
func_146504_a,getSoundVolume
func_146509_g,doneLoading
func_146521_a,drawStatsScreen
func_146527_c,drawSprite
func_146531_b,drawButtonBackground
func_146541_h,createButtons
func_146552_b,drawAchievementScreen
func_146553_h,drawTitle
func_146574_g,sendRespawnPacket
func_146575_b,drawWinGameScreen
func_146586_a,setDoneWorking
func_146789_i,getOldServerPinger
func_146790_a,selectServer
func_146791_a,connectToServer
func_146792_q,refreshServerList
func_146794_g,createButtons
func_146795_p,getServerList
func_146796_h,connectToSelected
func_146961_a,hasResourcePackEntry
func_146975_c,getSlotAtPosition
func_146976_a,drawGuiContainerBackgroundLayer
func_146977_a,drawSlot
func_146978_c,isPointInRegion
func_146979_b,drawGuiContainerForegroundLayer
func_146980_g,updateDragSplitting
func_146981_a,isMouseOverSlot
func_146982_a,drawItemStack
func_146983_a,checkHotbarKeys
func_146984_a,handleMouseClick
func_147035_g,getMerchant
func_147044_g,drawActivePotionEffects
func_147046_a,drawEntityOnScreen
func_147050_b,setCurrentCreativeTab
func_147052_b,renderCreativeInventoryHoveringText
func_147053_i,updateCreativeSearch
func_147055_p,needsScrollBars
func_147090_g,renameItem
func_147095_a,requestTexturePackLoad
func_147099_x,getStatFile
func_147104_D,getCurrentServerData
func_147106_B,scheduleResourcesRefresh
func_147107_h,isFramerateLimitBelowMax
func_147108_a,displayGuiScreen
func_147109_W,getAmbientMusicType
func_147110_a,getFramebuffer
func_147111_S,isJava64bit
func_147112_ai,middleClickMouse
func_147113_T,isGamePaused
func_147114_u,getNetHandler
func_147115_a,sendClickBlockToController
func_147116_af,clickMouse
func_147117_R,getTextureMapBlocks
func_147118_V,getSoundHandler
func_147119_ah,updateFramebufferSize
func_147120_f,resetSize
func_147121_ag,rightClickMouse
func_147122_X,isJvm64bit
func_147130_as,getMinecraftSessionService
func_147132_au,refreshStatusNextTick
func_147133_T,getTexturePack
func_147134_at,getServerStatusResponse
func_147135_j,getDifficulty
func_147136_ar,isAnnouncingPlayerAchievements
func_147137_ag,getNetworkSystem
func_147138_a,addFaviconToStatusResponse
func_147139_a,setDifficultyForAllWorlds
func_147149_a,saveToFile
func_147153_a,addBlockInfo
func_147155_a,getCategoryName
func_147156_b,getCategoryId
func_147176_a,getChatComponentFromNthArg
func_147177_a,joinNiceString
func_147178_a,getChatComponentFromNthArg
func_147179_f,getItemByText
func_147180_g,getBlockByText
func_147185_d,addTeam
func_147186_g,listTeams
func_147187_n,resetPlayers
func_147188_j,emptyTeam
func_147190_h,joinTeam
func_147191_h,removeObjective
func_147192_d,getScoreboard
func_147193_c,addObjective
func_147194_f,removeTeam
func_147195_l,listPlayers
func_147196_d,listObjectives
func_147197_m,setPlayer
func_147198_k,setObjectiveDisplay
func_147199_i,leaveTeam
func_147200_e,setTeamOption
func_147215_a,addBlockDestroyEffects
